,date,hospitalized,light-mid_symptoms,severe_symptoms,dead,discharged,PCR_positive,PCR_negative,tested_MA(7days),positive_rate,comparisonPreDay,comparisonPreDeclare,comparisonPreSpread
203,2020-11-20,1350.0,1313.0,37.0,1.0,408.0,486.0,6418.0,6136.1,0.062,-0.6,32.1,-13.9
204,2020-11-21,1375.0,1335.0,40.0,1.0,270.0,357.0,4312.0,6276.4,0.064,15.3,52.3,-8.7
205,2020-11-22,1462.0,1422.0,40.0,1.0,159.0,168.0,2152.0,6348.9,0.065,-2.5,48.4,-11.0
206,2020-11-23,1483.0,1442.0,41.0,0.0,212.0,104.0,1842.0,5802.3,0.066,-10.2,33.2,-20.1
207,2020-11-24,1583.0,1532.0,51.0,0.0,369.0,329.0,6194.0,5886.9,0.064,-4.2,27.7,-16.8
208,2020-11-25,1561.0,1507.0,54.0,3.0,441.0,463.0,6703.0,6023.4,0.063,2.2,30.5,-15.0
209,2020-11-26,1626.0,1566.0,60.0,3.0,408.0,452.0,6189.0,6108.4,0.064,2.0,33.0,-13.3
210,2020-11-27,1504.0,1443.0,61.0,3.0,605.0,459.0,6678.0,6145.6,0.062,0.3,33.4,-13.1
211,2020-11-28,1510.0,1443.0,67.0,0.0,315.0,317.0,4239.0,6108.3,0.062,10.1,46.9,-11.9
212,2020-11-29,1580.0,1513.0,67.0,0.0,308.0,172.0,1793.0,6050.7,0.062,-2.7,43.0,-14.3
213,2020-11-30,1661.0,1591.0,70.0,1.0,372.0,312.0,5248.0,6652.6,0.062,-7.9,31.6,-14.2
214,2020-12-01,1650.0,1588.0,62.0,5.0,467.0,459.0,6722.0,6714.3,0.064,0.2,31.9,-14.0
215,2020-12-02,1629.0,1570.0,59.0,5.0,468.0,445.0,6646.0,6697.6,0.064,-3.3,27.6,-16.9
216,2020-12-03,1685.0,1631.0,54.0,2.0,321.0,409.0,6428.0,6727.9,0.063,2.8,31.1,-14.6
217,2020-12-04,1721.0,1668.0,53.0,8.0,375.0,462.0,7365.0,6816.4,0.062,2.4,34.3,-12.5
218,2020-12-05,1744.0,1689.0,55.0,2.0,339.0,293.0,4480.0,6861.4,0.061,15.3,54.8,-7.1
219,2020-12-06,1856.0,1802.0,54.0,0.0,222.0,141.0,1743.0,6853.4,0.06,-2.3,51.3,-9.3
220,2020-12-07,1847.0,1792.0,55.0,6.0,519.0,347.0,5541.0,6943.9,0.06,-13.6,30.7,-14.8
221,2020-12-08,1850.0,1790.0,60.0,6.0,434.0,496.0,7048.0,7021.3,0.061,-0.9,29.5,-15.6
222,2020-12-09,1820.0,1761.0,59.0,5.0,412.0,463.0,6820.0,7076.0,0.061,1.6,31.6,-14.3
223,2020-12-10,1885.0,1826.0,59.0,2.0,405.0,492.0,6659.0,7137.4,0.062,1.2,33.1,-13.3
224,2020-12-11,1869.0,1802.0,67.0,5.0,595.0,480.0,7176.0,7120.1,0.063,3.9,38.3,-9.9
225,2020-12-12,1874.0,1806.0,68.0,0.0,327.0,372.0,4776.0,7202.6,0.064,17.5,62.4,-2.6
226,2020-12-13,1971.0,1901.0,70.0,0.0,258.0,192.0,2067.0,7266.6,0.064,-2.8,57.8,-5.4
227,2020-12-14,2049.0,1976.0,73.0,3.0,428.0,427.0,6079.0,7401.1,0.066,-15.4,33.6,-13.0
228,2020-12-15,1976.0,1898.0,78.0,9.0,638.0,573.0,7496.0,7513.6,0.066,0.0,33.6,-13.0
229,2020-12-16,1960.0,1891.0,69.0,10.0,420.0,567.0,7755.0,7681.6,0.067,2.6,37.0,-10.7
230,2020-12-17,1952.0,1886.0,66.0,0.0,542.0,589.0,7039.0,7773.6,0.068,1.6,39.3,-9.3
231,2020-12-18,2054.0,1988.0,66.0,4.0,568.0,626.0,7757.0,7914.9,0.07,1.6,41.6,-7.8
232,2020-12-19,2134.0,2072.0,62.0,5.0,48.0,460.0,5278.0,7997.0,0.071,18.0,67.0,0.2
233,2020-12-20,2107.0,2041.0,66.0,0.0,603.0,232.0,2543.0,8075.7,0.071,-3.8,60.7,-3.6
234,2020-12-21,2154.0,2091.0,63.0,1.0,482.0,525.0,6896.0,8204.7,0.07200000000000001,-13.2,39.4,-9.1
235,2020-12-22,2093.0,2029.0,64.0,1.0,689.0,664.0,8473.0,8352.9,0.073,-1.1,37.9,-10.1
236,2020-12-23,2103.0,2034.0,69.0,10.0,552.0,716.0,7910.0,8415.6,0.075,5.3,45.2,-5.4
237,2020-12-24,2129.0,2056.0,73.0,9.0,647.0,788.0,7560.0,8518.4,0.078,3.2,49.9,-2.3
238,2020-12-25,2139.0,2058.0,81.0,10.0,579.0,708.0,7381.0,8498.6,0.081,4.0,55.9,1.6
239,2020-12-26,2179.0,2098.0,81.0,10.0,370.0,614.0,5876.0,8634.4,0.083,1.1,57.6,-5.5
240,2020-12-27,2261.0,2179.0,82.0,0.0,321.0,338.0,2450.0,8657.9,0.084,-8.9,43.6,-13.9
241,2020-12-28,2303.0,2222.0,81.0,6.0,490.0,665.0,6739.0,8686.9,0.08800000000000001,-5.4,35.8,-11.5
242,2020-12-29,2274.0,2190.0,84.0,5.0,694.0,793.0,7053.0,8505.7,0.09300000000000001,-2.6,32.3,-20.6
243,2020-12-30,2384.0,2299.0,85.0,4.0,357.0,873.0,5951.0,8226.3,0.1,-7.8,22.0,-26.8
244,2020-12-31,2594.0,2505.0,89.0,5.0,382.0,521.0,3333.0,7536.1,0.105,-21.3,-4.0,-42.4
245,2021-01-01,2730.0,2642.0,88.0,4.0,496.0,580.0,3205.0,6843.3,0.114,-72.2,-73.3,-84.0
246,2021-01-02,2781.0,2687.0,94.0,0.0,434.0,530.0,3357.0,6497.4,0.12,375.5,27.1,-23.8
247,2021-01-03,2902.0,2801.0,101.0,1.0,362.0,672.0,3265.0,6739.7,0.126,-10.0,14.4,-31.4
248,2021-01-04,2995.0,2887.0,108.0,2.0,379.0,1102.0,7365.0,6955.1,0.135,11.7,27.8,-16.7
249,2021-01-05,3025.0,2914.0,111.0,14.0,610.0,1545.0,10493.0,7646.4,0.139,-3.4,23.4,-19.6
250,2021-01-06,3090.0,2977.0,113.0,8.0,610.0,1916.0,10462.0,8549.7,0.14400000000000002,-1.1,22.0,-20.5
251,2021-01-07,3154.0,3033.0,121.0,11.0,696.0,1840.0,10364.0,9888.9,0.145,-2.4,19.2,-22.4
252,2021-01-08,3178.0,3049.0,129.0,7.0,822.0,1752.0,11446.0,11384.1,0.142,-4.2,14.1,-25.6
253,2021-01-09,3119.0,2990.0,129.0,8.0,768.0,1216.0,7894.0,12152.7,0.141,-0.6,13.5,-31.9
254,2021-01-10,3239.0,3111.0,128.0,3.0,504.0,715.0,3962.0,12201.3,0.14,-1.6,11.6,-33.0
255,2021-01-11,3355.0,3224.0,131.0,4.0,505.0,613.0,3899.0,11434.0,0.14,-9.5,1.0,-39.4
256,2021-01-12,3427.0,3283.0,144.0,2.0,862.0,1305.0,9549.0,11329.1,0.139,3.8,4.9,-31.7
257,2021-01-13,3266.0,3125.0,141.0,13.0,1242.0,1385.0,10979.0,11318.4,0.131,6.6,11.7,-27.2
258,2021-01-14,3133.0,2998.0,135.0,3.0,1253.0,1462.0,11042.0,11320.1,0.125,-2.7,8.8,-29.1
259,2021-01-15,3020.0,2887.0,133.0,10.0,1647.0,1321.0,11595.0,11254.0,0.11900000000000001,4.7,13.9,-25.8
260,2021-01-16,3058.0,2922.0,136.0,3.0,1724.0,967.0,7338.0,11108.7,0.11699999999999999,6.0,20.7,-27.6
261,2021-01-17,3045.0,2907.0,138.0,5.0,820.0,508.0,3890.0,11044.6,0.114,-13.0,5.0,-37.0
262,2021-01-18,3011.0,2868.0,143.0,3.0,1070.0,876.0,9083.0,12009.6,0.11,3.6,8.8,-29.1
263,2021-01-19,2941.0,2786.0,155.0,16.0,1712.0,1166.0,10410.0,12013.1,0.106,0.3,9.1,-28.9
264,2021-01-20,2893.0,2733.0,160.0,10.0,2020.0,1011.0,10151.0,11801.4,0.10300000000000001,3.7,13.1,-26.3
265,2021-01-21,2820.0,2661.0,159.0,7.0,1516.0,908.0,9480.0,11488.4,0.098,0.9,14.1,-25.6
266,2021-01-22,2746.0,2588.0,158.0,9.0,1938.0,760.0,9493.0,11090.7,0.09300000000000001,2.5,17.0,-23.8
267,2021-01-23,2829.0,2673.0,156.0,9.0,1535.0,613.0,6487.0,10895.4,0.09,0.8,18.0,-29.3
268,2021-01-24,2798.0,2642.0,156.0,3.0,991.0,293.0,2491.0,10657.4,0.08800000000000001,-11.4,4.5,-37.4
269,2021-01-25,2808.0,2660.0,148.0,14.0,1516.0,641.0,7652.0,10411.7,0.086,11.6,16.6,-24.0
270,2021-01-26,2847.0,2699.0,148.0,13.0,1631.0,755.0,9191.0,10163.3,0.08199999999999999,-0.9,15.5,-24.7
271,2021-01-27,2871.0,2712.0,159.0,18.0,1532.0,729.0,8800.0,9937.9,0.079,-4.5,10.3,-28.1
272,2021-01-28,2888.0,2738.0,150.0,20.0,2207.0,582.0,7668.0,9646.7,0.076,3.9,14.6,-25.3
273,2021-01-29,2903.0,2756.0,147.0,17.0,2001.0,526.0,8287.0,9421.7,0.07400000000000001,5.7,21.2,-21.0
274,2021-01-30,2882.0,2741.0,141.0,19.0,1174.0,379.0,5977.0,9317.0,0.071,11.6,35.3,-18.8
275,2021-01-31,2891.0,2751.0,140.0,3.0,756.0,198.0,2855.0,9355.6,0.069,-5.8,27.5,-23.5
276,2021-02-01,2899.0,2766.0,133.0,8.0,1923.0,426.0,7179.0,9236.6,0.065,-5.4,20.7,-21.4
277,2021-02-02,2859.0,2730.0,129.0,23.0,1487.0,555.0,9816.0,9293.0,0.061,-1.7,18.6,-22.7
278,2021-02-03,2876.0,2751.0,125.0,32.0,1555.0,490.0,8182.0,9148.1,0.057999999999999996,3.2,22.4,-20.2
279,2021-02-04,2855.0,2740.0,115.0,25.0,1447.0,448.0,7828.0,9142.9,0.055999999999999994,-1.9,20.0,-21.8
280,2021-02-05,2816.0,2699.0,117.0,22.0,1284.0,436.0,7787.0,9047.4,0.054000000000000006,5.4,26.5,-17.6
281,2021-02-06,2775.0,2661.0,114.0,21.0,1288.0,318.0,5427.0,8943.4,0.053,11.8,41.4,-15.2
282,2021-02-07,2722.0,2611.0,111.0,6.0,966.0,132.0,2184.0,8828.9,0.053,-8.5,29.5,-22.3
283,2021-02-08,2663.0,2559.0,104.0,12.0,939.0,371.0,6673.0,8727.6,0.052000000000000005,-6.4,21.1,-21.1
284,2021-02-09,2606.0,2502.0,104.0,18.0,919.0,430.0,8252.0,8470.1,0.051,2.5,24.2,-19.1
285,2021-02-10,2553.0,2450.0,103.0,25.0,622.0,355.0,7893.0,8405.3,0.049,5.7,31.2,-14.5
286,2021-02-11,2558.0,2455.0,103.0,21.0,431.0,194.0,3247.0,7555.9,0.049,10.6,45.2,-12.9
287,2021-02-12,2500.0,2398.0,102.0,15.0,748.0,315.0,7039.0,7483.7,0.047,-8.5,32.9,-13.4
288,2021-02-13,2445.0,2341.0,104.0,11.0,445.0,288.0,5846.0,7540.3,0.047,10.1,46.2,-12.3
289,2021-02-14,2409.0,2306.0,103.0,6.0,418.0,157.0,2562.0,7599.7,0.047,-11.4,29.6,-22.3
290,2021-02-15,2341.0,2244.0,97.0,6.0,710.0,239.0,6645.0,7608.3,0.044000000000000004,-11.6,14.5,-25.4
291,2021-02-16,2323.0,2231.0,92.0,27.0,1304.0,364.0,8963.0,7706.0,0.042,4.8,20.0,-21.8
292,2021-02-17,2232.0,2145.0,87.0,19.0,612.0,294.0,6869.0,7549.9,0.040999999999999995,8.5,30.2,-15.2
293,2021-02-18,2147.0,2063.0,84.0,27.0,406.0,271.0,6379.0,8134.1,0.04,-3.4,25.8,-18.1
294,2021-02-19,2097.0,2013.0,84.0,11.0,465.0,246.0,6508.0,7990.9,0.039,8.1,35.9,-11.4
295,2021-02-20,2063.0,1981.0,82.0,27.0,303.0,198.0,4598.0,7784.6,0.038,6.7,45.0,-13.0
296,2021-02-21,2035.0,1953.0,82.0,17.0,347.0,98.0,1787.0,7673.3,0.037000000000000005,-6.1,36.3,-18.3
297,2021-02-22,1991.0,1915.0,76.0,9.0,496.0,218.0,6647.0,7664.0,0.037000000000000005,-4.3,30.4,-15.1
298,2021-02-23,1963.0,1886.0,77.0,11.0,314.0,152.0,3467.0,6680.1,0.038,6.3,38.7,-16.8
299,2021-02-24,1882.0,1813.0,69.0,17.0,468.0,232.0,6318.0,6632.0,0.037000000000000005,-7.6,28.1,-16.6
300,2021-02-25,1812.0,1741.0,71.0,23.0,360.0,276.0,6662.0,6674.7,0.036000000000000004,3.8,33.0,-13.4
301,2021-02-26,1774.0,1704.0,70.0,30.0,356.0,228.0,6726.0,6696.4,0.035,-0.6,32.1,-13.9
302,2021-02-27,1694.0,1626.0,68.0,15.0,324.0,167.0,4505.0,6664.7,0.034,13.3,49.7,-10.2
303,2021-02-28,1696.0,1629.0,67.0,6.0,291.0,70.0,1708.0,6639.9,0.034,-4.8,42.5,-14.5
304,2021-03-01,1663.0,1602.0,61.0,19.0,385.0,181.0,6006.0,6515.9,0.033,-7.9,31.3,-14.5
305,2021-03-02,1617.0,1563.0,54.0,5.0,235.0,253.0,7266.0,7227.6,0.032,-7.3,21.8,-20.7
306,2021-03-03,1548.0,1496.0,52.0,19.0,401.0,227.0,6676.0,7216.1,0.032,11.4,35.7,-11.6
307,2021-03-04,1519.0,1468.0,51.0,23.0,296.0,207.0,5927.0,7089.7,0.032,-0.9,34.5,-12.4
308,2021-03-05,1449.0,1400.0,49.0,12.0,344.0,226.0,6183.0,7030.7,0.032,3.8,39.5,-9.1
309,2021-03-06,1393.0,1342.0,51.0,8.0,277.0,159.0,4762.0,7093.1,0.031,15.9,61.7,-3.0
310,2021-03-07,1418.0,1366.0,52.0,0.0,233.0,86.0,1806.0,7106.1,0.032,-6.6,51.1,-9.4
311,2021-03-08,1427.0,1381.0,46.0,17.0,296.0,197.0,5609.0,7059.9,0.032,-11.8,33.3,-13.2
312,2021-03-09,1361.0,1322.0,39.0,21.0,308.0,261.0,7507.0,7090.6,0.032,2.3,36.4,-11.2
313,2021-03-10,1333.0,1294.0,39.0,18.0,331.0,251.0,6677.0,7122.1,0.033,7.1,46.1,-4.8
314,2021-03-11,1301.0,1262.0,39.0,18.0,300.0,212.0,6360.0,7190.4,0.032,-3.0,41.7,-7.7
315,2021-03-12,1279.0,1242.0,37.0,25.0,290.0,253.0,6856.0,7279.7,0.033,0.6,42.5,-7.2
316,2021-03-13,1262.0,1222.0,40.0,16.0,225.0,172.0,4492.0,7245.0,0.033,7.3,53.0,-8.3
317,2021-03-14,1250.0,1209.0,41.0,3.0,225.0,87.0,1867.0,7269.0,0.034,11.0,69.9,1.9
318,2021-03-15,1270.0,1228.0,42.0,9.0,295.0,236.0,6223.0,7375.1,0.034,-17.0,40.9,-8.2
319,2021-03-16,1268.0,1226.0,42.0,16.0,234.0,312.0,7542.0,7400.7,0.035,-1.7,38.6,-9.7
320,2021-03-17,1270.0,1229.0,41.0,7.0,283.0,231.0,6514.0,7353.4,0.035,2.1,41.6,-7.8
321,2021-03-18,1293.0,1249.0,44.0,12.0,277.0,234.0,6413.0,7359.0,0.035,0.0,41.5,-7.8
322,2021-03-19,1318.0,1272.0,46.0,6.0,309.0,247.0,7107.0,7401.0,0.035,9.9,55.5,1.3
323,2021-03-20,1357.0,1310.0,47.0,2.0,212.0,189.0,3244.0,7192.3,0.036000000000000004,18.2,83.9,10.3
324,2021-03-21,1355.0,1308.0,47.0,4.0,221.0,80.0,1512.0,7142.4,0.036000000000000004,-25.0,37.8,-17.3
325,2021-03-22,1372.0,1325.0,47.0,7.0,341.0,259.0,6683.0,7226.6,0.037000000000000005,5.2,45.1,-5.5
326,2021-03-23,1379.0,1337.0,42.0,18.0,246.0,314.0,8278.0,7337.6,0.036000000000000004,2.6,48.9,-3.0
327,2021-03-24,1371.0,1329.0,42.0,6.0,328.0,305.0,7099.0,7453.4,0.037000000000000005,4.8,56.0,1.6
328,2021-03-25,1392.0,1351.0,41.0,7.0,304.0,277.0,6126.0,7431.1,0.039,-4.5,48.9,-3.0
329,2021-03-26,1399.0,1354.0,45.0,15.0,346.0,315.0,6723.0,7385.7,0.040999999999999995,5.2,56.7,2.1
330,2021-03-27,1437.0,1393.0,44.0,16.0,220.0,215.0,4639.0,7610.6,0.04,15.1,80.3,8.2
331,2021-03-28,1419.0,1378.0,41.0,20.0,305.0,141.0,2014.0,7684.3,0.04,-12.9,57.1,-5.8
332,2021-03-29,1436.0,1396.0,40.0,12.0,388.0,219.0,6014.0,7572.9,0.04,-7.9,44.7,-5.7
333,2021-03-30,1468.0,1429.0,39.0,10.0,309.0,311.0,7277.0,7433.9,0.040999999999999995,2.0,47.7,-3.8
334,2021-03-31,1466.0,1421.0,45.0,23.0,322.0,325.0,6436.0,7332.0,0.042,2.5,51.3,-1.4
335,2021-04-01,1462.0,1418.0,44.0,4.0,245.0,342.0,6397.0,7387.0,0.042,-5.2,43.4,-6.6
336,2021-04-02,1516.0,1473.0,43.0,2.0,267.0,321.0,7146.0,7451.6,0.042,0.3,43.9,-6.2
337,2021-04-03,1526.0,1478.0,48.0,0.0,389.0,221.0,5193.0,7538.7,0.042,19.5,72.0,3.2
338,2021-04-04,1521.0,1474.0,47.0,0.0,346.0,136.0,1955.0,7517.7,0.042,-9.2,56.2,-6.3
339,2021-04-05,1526.0,1480.0,46.0,3.0,343.0,326.0,6486.0,7592.3,0.044000000000000004,-12.1,37.3,-10.5
340,2021-04-06,1555.0,1511.0,44.0,6.0,311.0,406.0,7982.0,7688.3,0.045,3.3,41.9,-7.6
341,2021-04-07,1500.0,1459.0,41.0,4.0,382.0,355.0,6768.0,7748.0,0.046,2.3,45.1,-5.5
342,2021-04-08,1521.0,1480.0,41.0,5.0,437.0,407.0,6765.0,7822.1,0.047,-4.8,38.2,-10.0
343,2021-04-09,1510.0,1467.0,43.0,4.0,481.0,401.0,7761.0,7901.9,0.048,2.4,41.5,-7.8
344,2021-04-10,1505.0,1468.0,37.0,5.0,403.0,298.0,5247.0,7920.0,0.05,23.4,74.6,4.7
345,2021-04-11,1511.0,1472.0,39.0,0.0,397.0,155.0,2116.0,7952.9,0.05,-9.4,58.2,-5.1
346,2021-04-12,1484.0,1442.0,42.0,1.0,472.0,344.0,6633.0,8020.1,0.05,-13.8,36.4,-11.1
347,2021-04-13,1462.0,1421.0,41.0,7.0,444.0,487.0,8716.0,8175.1,0.051,-5.0,29.6,-15.6
348,2021-04-14,1424.0,1383.0,41.0,8.0,489.0,440.0,8298.0,8429.1,0.051,0.6,30.3,-15.1
349,2021-04-15,1428.0,1391.0,37.0,9.0,458.0,507.0,7529.0,8547.9,0.052000000000000005,5.6,37.6,-10.3
350,2021-04-16,1433.0,1390.0,43.0,8.0,543.0,475.0,7921.0,8621.6,0.053,0.3,38.0,-10.1
351,2021-04-17,1457.0,1412.0,45.0,10.0,456.0,364.0,5644.0,8707.1,0.054000000000000006,15.9,59.9,-4.1
352,2021-04-18,1486.0,1441.0,45.0,1.0,516.0,191.0,2418.0,8763.9,0.054000000000000006,-0.4,59.2,-4.5
353,2021-04-19,1532.0,1485.0,47.0,0.0,465.0,441.0,7173.0,8872.1,0.055999999999999994,-16.7,32.6,-13.6
354,2021-04-20,1571.0,1521.0,50.0,5.0,511.0,631.0,9795.0,9062.0,0.057,0.4,33.1,-13.3
355,2021-04-21,1606.0,1558.0,48.0,4.0,505.0,567.0,8822.0,9180.0,0.059000000000000004,4.7,39.4,-9.2
356,2021-04-22,1689.0,1641.0,48.0,8.0,570.0,528.0,7518.0,9186.7,0.059000000000000004,-3.4,34.6,-12.3
357,2021-04-23,1731.0,1679.0,52.0,5.0,549.0,552.0,8149.0,9251.7,0.06,6.1,42.9,-6.9
358,2021-04-24,1779.0,1728.0,51.0,3.0,626.0,403.0,6350.0,9365.7,0.06,25.0,78.6,7.1
359,2021-04-25,1812.0,1762.0,50.0,4.0,646.0,224.0,2208.0,9348.4,0.06,-47.7,-6.6,-44.0
360,2021-04-26,1937.0,1882.0,55.0,0.0,597.0,488.0,6842.0,9280.9,0.061,9.3,2.1,-33.4
361,2021-04-27,1923.0,1868.0,55.0,3.0,741.0,680.0,8730.0,9125.7,0.064,-2.4,-0.3,-35.0
362,2021-04-28,1931.0,1878.0,53.0,1.0,643.0,660.0,8862.0,9163.1,0.065,2.2,1.9,-33.6
363,2021-04-29,1955.0,1897.0,58.0,9.0,709.0,477.0,4632.0,8600.7,0.068,-20.6,-19.1,-51.5
364,2021-04-30,2015.0,1950.0,65.0,2.0,677.0,686.0,6762.0,8484.0,0.07200000000000001,21.7,-1.6,-35.9
365,2021-05-01,2018.0,1955.0,63.0,6.0,763.0,638.0,7125.0,8657.4,0.075,-10.7,-12.1,-47.3
366,2021-05-02,2017.0,1954.0,63.0,1.0,705.0,399.0,3978.0,8967.1,0.076,-8.4,-19.5,-51.8
367,2021-05-03,2062.0,1997.0,65.0,0.0,694.0,375.0,3546.0,8319.6,0.079,-2.0,-21.1,-52.7
368,2021-05-04,2128.0,2063.0,65.0,1.0,696.0,473.0,4109.0,7489.7,0.084,0.8,-20.5,-52.3
369,2021-05-05,2167.0,2098.0,69.0,0.0,645.0,369.0,3699.0,6571.4,0.08800000000000001,-9.3,-27.9,-56.7
370,2021-05-06,2255.0,2183.0,72.0,4.0,528.0,567.0,7463.0,7284.0,0.084,30.8,-5.7,-38.5
371,2021-05-07,2265.0,2196.0,69.0,6.0,1026.0,871.0,11554.0,8017.4,0.08,-0.9,-6.5,-39.1
372,2021-05-08,2277.0,2206.0,71.0,6.0,796.0,670.0,7440.0,8060.7,0.079,-1.9,-8.3,-45.0
373,2021-05-09,2321.0,2248.0,73.0,3.0,821.0,291.0,2889.0,7871.0,0.079,-8.7,-16.3,-49.8
374,2021-05-10,2346.0,2268.0,78.0,2.0,766.0,641.0,8301.0,8819.6,0.075,16.8,-2.2,-36.3
375,2021-05-11,2393.0,2312.0,81.0,3.0,930.0,718.0,9692.0,9817.0,0.071,2.4,0.2,-34.7
376,2021-05-12,2399.0,2313.0,86.0,8.0,906.0,623.0,8793.0,10710.4,0.068,10.2,10.4,-28.1
377,2021-05-13,2358.0,2274.0,84.0,7.0,890.0,529.0,8038.0,10649.6,0.067,-1.5,8.8,-29.1
378,2021-05-14,2410.0,2326.0,84.0,2.0,683.0,543.0,8189.0,10028.4,0.066,9.9,19.6,-22.1
379,2021-05-15,2410.0,2325.0,85.0,11.0,831.0,417.0,6661.0,9861.6,0.063,12.6,34.6,-19.3
380,2021-05-16,2431.0,2347.0,84.0,0.0,743.0,223.0,2545.0,9784.1,0.062,-8.0,23.8,-25.8
381,2021-05-17,2430.0,2345.0,85.0,7.0,857.0,442.0,7507.0,9617.3,0.06,-4.8,17.8,-23.2
382,2021-05-18,2383.0,2302.0,81.0,11.0,966.0,560.0,9138.0,9500.9,0.057999999999999996,0.3,18.2,-23.0
383,2021-05-19,2361.0,2288.0,73.0,15.0,943.0,529.0,8138.0,9347.3,0.057999999999999996,1.5,20.0,-21.8
384,2021-05-20,2351.0,2282.0,69.0,13.0,730.0,434.0,7213.0,9211.6,0.055999999999999994,-0.5,19.5,-22.2
385,2021-05-21,2321.0,2256.0,65.0,13.0,857.0,453.0,8020.0,9175.0,0.055,5.8,26.4,-17.6
386,2021-05-22,2273.0,2211.0,62.0,5.0,631.0,330.0,5655.0,9001.3,0.055,19.1,50.6,-9.7
387,2021-05-23,2273.0,2212.0,61.0,2.0,874.0,178.0,2702.0,9016.4,0.054000000000000006,-9.8,35.8,-18.5
388,2021-05-24,2277.0,2209.0,68.0,0.0,678.0,358.0,6596.0,8833.9,0.053,-9.2,23.3,-19.7
389,2021-05-25,2197.0,2126.0,71.0,9.0,685.0,476.0,8407.0,8708.4,0.053,1.2,24.7,-18.7
390,2021-05-26,2182.0,2112.0,70.0,5.0,605.0,469.0,7431.0,8618.6,0.052000000000000005,-0.7,23.8,-19.3
391,2021-05-27,2171.0,2102.0,69.0,11.0,604.0,408.0,6703.0,8525.0,0.052000000000000005,-8.2,13.7,-25.9
392,2021-05-28,2126.0,2056.0,70.0,6.0,748.0,413.0,7174.0,8375.0,0.052000000000000005,13.9,29.5,-15.6
393,2021-05-29,2120.0,2042.0,78.0,6.0,581.0,289.0,5460.0,8326.1,0.052000000000000005,20.4,55.9,-6.5
394,2021-05-30,2078.0,2001.0,77.0,0.0,618.0,154.0,1895.0,8198.7,0.052000000000000005,-9.0,42.0,-14.9
395,2021-05-31,2044.0,1969.0,75.0,1.0,644.0,322.0,6162.0,8109.0,0.052000000000000005,-12.8,23.8,-19.3
396,2021-06-01,2015.0,1945.0,70.0,7.0,516.0,364.0,7809.0,8010.0,0.05,2.5,26.9,-17.3
397,2021-06-02,1932.0,1859.0,73.0,13.0,562.0,314.0,6893.0,7896.7,0.048,1.4,28.7,-16.2
398,2021-06-03,1928.0,1861.0,67.0,16.0,512.0,333.0,6887.0,7930.7,0.047,-1.6,26.6,-17.5
399,2021-06-04,1860.0,1798.0,62.0,4.0,601.0,334.0,7447.0,7949.0,0.045,-1.6,24.7,-18.8
400,2021-06-05,1820.0,1758.0,62.0,8.0,521.0,224.0,5384.0,7937.7,0.044000000000000004,26.8,58.1,-5.2
401,2021-06-06,1782.0,1722.0,60.0,5.0,500.0,117.0,1840.0,7933.7,0.043,-9.7,42.7,-14.4
